4,1,6,15,7739,8343.48,1009,6759,8418.99,9283.25,0.906901,0.991031,0.898767,0,2,-1,0,0,0,0,0,0,-1,2,0,0,0,2.26316,0
4,0,0,2,8312,8392.6,1109,7621,8755.29,8392.6,1.04322,0.958575,1,0,1,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,2.26316,0
4,2,0,44,7877,9650.15,1110,8004,9972.54,9650.15,1.03341,0.967672,1,1,1,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,1,1,2.26316,0
4,0,0,1,6096,6136.3,932,5354,6579.59,6136.3,1.07224,0.932627,1,0,1,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,2.26316,0
4,0,0,1,6908,6948.3,990,6202,7391.59,6948.3,1.0638,0.940028,1,0,1,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,1.4359,0
4,2,2,23,9489,10415.9,1117,7635,10608.5,19729.3,0.537703,0.981844,0.52794,0,1,0,2.23607,0.353553,2.23607,0.353553,0,0,0,1,2,2,2,1.4359,0
4,0,0,1,6322,6362.3,952,5644,6845.88,6362.3,1.07601,0.929361,1,0,5,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,1.4359,0
4,0,0,1,6361,6401.3,935,5493,6844.59,6401.3,1.06925,0.935235,1,0,5,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,1.4359,0
4,0,0,1,5884,5924.3,915,5309,6342.48,5924.3,1.07059,0.934066,1,0,4,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,1.4359,0
4,0,0,1,6060,6100.3,940,5236,6583.88,6060,1.08645,0.92655,1.00665,0,1,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,1.4359,0
4,1,5,15,8493,9097.48,1104,8216,9995.29,10578,0.944913,0.910177,0.860038,0,4,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,1,1,1.4359,0
4,1,5,8,7324,7646.39,995,6559,8396.99,8034.3,1.04514,0.910611,0.951718,0,4,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,2,2,1.4359,0
4,2,5,242,9603,19355.3,1090,8154,20686.5,33718,0.613514,0.935651,0.574035,1,1,0,10.198,0.5,10.7703,0.559017,2.23607,0.559017,1,3,1,1,1,2.19979,0
4,2,4,94,9294,13082.1,1035,6693,13980.9,18327.2,0.762853,0.935709,0.713808,1,3,0,10.198,0.25,10.198,0,1,0.25,0,1,2,2,2,2.19979,1
4,1,6,13,7236,7759.88,1045,6881,8212.69,8540.79,0.961584,0.944865,0.908567,0,10,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,1,1,2.19979,0
4,2,6,152,6158,12283.4,839,5291,13123.6,16651.7,0.788123,0.935983,0.737669,2,5,0,35.5106,0.5,69.3397,1.06066,34.6699,0.790569,0,3,1,1,3,2.19979,1
4,1,2,9,7117,7479.69,1018,6632,7784.99,7583.49,1.02657,0.960784,0.986312,0,1,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,2,2,2.19979,0
4,2,0,270,6407,17287.7,985,6029,17247.4,17566.9,0.981809,1.00234,0.984103,2,5,-1,0,0,0,0,0,0,-1,2,0,1,3,2.19979,1
4,2,4,91,7790,11457.2,1071,7287,12184.5,11862.1,1.02718,0.94031,0.965866,1,3,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,0,0,2.19979,1
4,2,2,455,8681,27017,1046,6496,32648.5,31248.1,1.04481,0.82751,0.864594,2,3,1,27.313,0.790569,27.7308,0.559017,1,0.75,1,3,2,1,4,2.19979,0
4,2,2,77,5824,8927.01,952,5992,9477.61,9428.79,1.00518,0.941905,0.946782,0,2,0,10.198,0.559017,10.198,0.559017,0,0,-1,3,2,1,1,2.32943,0
4,0,0,8,6273,6595.39,912,5278,7321.53,6595.39,1.1101,0.900822,1,0,1,0,9.21954,0.901388,9.21954,0.901388,0,0,-1,3,2,0,0,2.32943,0
4,1,0,22,4611,5497.57,667,3765,5457.28,5961.75,0.915382,1.00738,0.922142,0,1,0,10.198,0.559017,10.198,0.901388,0,0.5,1,3,2,0,0,2.32943,0
4,1,1,16,5237,5881.78,771,4485,6143.88,7951.72,0.772648,0.957339,0.739686,0,5,0,10.198,0.559017,10.198,0.559017,0,0,-1,3,2,1,1,2.32943,0
