4,1,0,14,184121,186552,20777,181219,186552,212400,0.878303,1,0.878303,0,3,0,2.23607,0.353553,2.23607,0.559017,1,0.25,0,3,2,2,2,1.80383,0
4,0,0,2,157188,157535,17782,130312,158924,157535,1.00882,0.99126,1,0,4,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,1,1,0.333333,0
4,0,0,1,154666,154840,17776,128836,157305,154840,1.01592,0.984328,1,0,4,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,1,1,0.512821,0
4,1,1,21,185488,189134,21804,258732,202492,217852,0.929492,0.934035,0.868178,0,2,0,2.23607,0.353553,2.23607,0.353553,0,0,0,1,2,2,2,1.41905,1
4,2,1,1180,261107,465995,22089,239925,485126,583237,0.831782,0.960566,0.798981,2,4,0,10.198,0.353553,10.4403,0.75,0,0.901388,1,3,2,2,3,2.04934,1
4,2,2,1322,298232,527776,23347,256647,790550,795886,0.993296,0.667606,0.66313,1,3,0,9.21954,0.790569,9.48683,0.75,0,0.75,1,3,2,2,3,2.19159,1
4,2,1,993,346970,519388,24344,288332,533109,584015,0.912835,0.974263,0.889341,2,5,0,8.544,0.707107,8.24621,0.559017,1,0.25,0,3,1,2,3,2.42774,1
4,2,0,750,254313,384538,29775,402001,384365,398994,0.963336,1.00045,0.963771,2,2,0,2.23607,0.353553,2.23607,0.559017,1,0.25,1,3,2,2,3,2.37711,1
4,2,5,405,236043,306365,28201,375251,349704,386249,0.905387,0.876068,0.79318,1,4,-1,0,0,0,0,0,0,-1,2,0,2,3,2.261,1
4,1,2,31,131484,136867,16272,159572,139778,153693,0.90946,0.979173,0.890518,0,2,-1,0,0,0,0,0,0,-1,2,0,2,3,2.04424,1
4,1,0,18,59757,62882.4,10038,44708,62535.1,66062.3,0.946609,1.00555,0.951866,0,1,0,1,0.901388,1,0.707107,0,0.25,0,3,2,2,3,1.14583,0
4,1,2,20,88930,92402.7,12615,74997,93487.9,97260.3,0.961213,0.988392,0.950056,0,2,0,1,0.901388,1,0.901388,0,0,-1,3,2,2,2,1,0
4,1,0,13,157924,160181,19318,155666,160181,179184,0.893951,1,0.893951,0,1,0,2,0.25,2,0.25,0,0,1,3,2,2,2,1.12829,0
4,2,1,401,291922,361549,31681,437953,388269,376341,1.0317,0.931181,0.960696,2,24,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,2,2,1.17742,1
4,2,0,40,179819,186764,32098,450926,187806,186591,1.00651,0.994453,1.00093,1,157,-1,0,0,0,0,0,0,-1,2,0,2,3,0.945724,1
4,2,5,486,214267,298653,26003,333931,419737,356816,1.17634,0.711525,0.836994,1,1,-1,0,0,0,0,0,0,-1,2,0,2,3,1.14322,1
4,2,1,296,156300,207696,14643,145659,301649,320172,0.942147,0.688535,0.648701,1,8,0,2.23607,0.353553,2.23607,0.353553,0,0,-1,3,2,2,5,1.62404,1
4,2,2,982,191436,361945,18672,200034,402814,406304,0.99141,0.89854,0.890821,2,3,-1,0,0,0,0,0,0,-1,2,0,2,6,1.96971,1
4,2,0,188,79687,112330,14114,119748,111983,156211,0.716872,1.0031,0.719095,1,2,0,9.05539,0.559017,8.24621,0.353553,1,0.75,0,3,2,2,6,1.95203,1
4,2,2,1497,254458,514388,19888,201266,585220,823150,0.710953,0.878964,0.624902,2,1,1,27.4591,0.790569,28.8617,0.559017,2,0.559017,1,1,2,2,6,2.25767,1
